순위,선수명,팀명,AVG,G,PA,AB,H,2B,3B,HR,RBI,SB,CS,BB,HBP,SO,GDP,E,Season,Category,R,TB,SAC,SF
1,백인천,MBC,0.412,71,298,250,103,23,1,19,64,11,3,42,3,17,5,0,1982,hitter,,,,
2,윤동균,OB,0.342,77,334,284,97,20,5,8,47,9,2,45,1,27,3,2,1982,hitter,,,,
3,장태수,삼성,0.336,66,264,214,72,15,3,3,27,34,14,42,5,33,1,2,1982,hitter,,,,
4,신경식,OB,0.334,78,320,293,98,21,3,4,54,14,8,20,3,17,2,6,1982,hitter,,,,
5,김봉연,해태,0.331,74,304,269,89,14,1,22,52,7,2,28,6,16,8,6,1982,hitter,,,,
6,이종도,MBC,0.324,77,327,287,93,15,1,11,48,21,3,32,4,51,4,4,1982,hitter,,,,
7,이광은,MBC,0.313,63,271,243,76,16,3,5,36,17,6,12,7,16,6,14,1982,hitter,,,,
8,김우열,OB,0.310,62,255,210,65,8,0,13,41,14,4,38,6,25,0,0,1982,hitter,,,,
9,구천서,OB,0.308,77,316,266,82,11,5,3,25,9,5,35,8,32,3,11,1982,hitter,,,,
10,김성한,해태,0.305,80,340,318,97,17,4,13,69,10,5,9,8,55,7,4,1982,hitter,,,,
11,김준환,해태,0.301,80,331,306,92,13,3,19,45,10,5,19,3,23,4,4,1982,hitter,,,,
12,김용철,롯데,0.300,71,300,253,76,13,0,10,39,6,7,41,4,30,6,2,1982,hitter,,,,
13,김종모,해태,0.291,78,286,258,75,12,0,10,43,7,2,17,3,27,7,15,1982,hitter,,,,
14,이만수,삼성,0.289,77,322,270,78,16,1,13,51,6,3,46,4,27,13,5,1982,hitter,,,,
15,김용희,롯데,0.284,63,263,232,66,7,0,11,38,4,1,25,3,19,12,16,1982,hitter,,,,
16,조흥운,삼미,0.284,79,327,299,85,16,4,4,35,44,12,24,0,29,4,11,1982,hitter,,,,
17,오대석,삼성,0.283,72,307,258,73,15,1,4,30,14,1,37,3,34,3,13,1982,hitter,,,,
18,김성관,롯데,0.275,76,304,273,75,15,1,7,40,16,4,18,8,26,8,2,1982,hitter,,,,
19,김정수,롯데,0.274,79,333,277,76,15,2,11,49,15,7,49,2,30,4,2,1982,hitter,,,,
19,정학수,롯데,0.274,77,345,277,76,18,1,2,25,13,10,53,6,26,3,12,1982,hitter,,,,
21,금광옥,삼미,0.270,77,306,263,71,12,3,9,37,2,4,39,1,30,3,11,1982,hitter,,,,
22,김일권,해태,0.270,75,330,282,76,12,1,11,36,53,17,42,3,18,4,8,1982,hitter,,,,
23,김경남,삼미,0.269,77,314,297,80,15,5,3,27,2,1,13,0,36,9,5,1982,hitter,,,,
24,양세종,OB,0.269,76,336,301,81,13,1,7,37,12,13,27,2,17,5,21,1982,hitter,,,,
25,양승관,삼미,0.269,72,269,242,65,6,1,8,40,3,4,20,3,46,5,4,1982,hitter,,,,
26,송영운,MBC,0.262,76,302,263,69,11,1,1,28,15,10,27,1,27,4,6,1982,hitter,,,,
27,함학수,삼성,0.261,74,289,261,68,14,2,7,51,8,2,22,2,34,8,7,1982,hitter,,,,
28,김인식,MBC,0.259,79,355,309,80,9,0,3,26,35,7,17,18,14,7,15,1982,hitter,,,,
29,차영화,해태,0.259,76,323,282,73,9,1,1,12,32,10,31,3,20,3,5,1982,hitter,,,,
30,유지훤,OB,0.252,80,299,274,69,14,2,4,38,12,6,15,2,15,5,25,1982,hitter,,,,
1,장효조,삼성,0.369,93,386,317,117,19,3,18,62,22,2,58,6,39,1,1,1983,hitter,,,,
2,김종모,해태,0.350,86,342,311,109,17,2,11,44,7,10,26,3,26,11,3,1983,hitter,,,,
3,김성한,해태,0.327,93,382,339,111,20,0,7,40,13,7,38,4,38,7,13,1983,hitter,,,,
4,박종훈,OB,0.312,97,427,375,117,19,6,3,24,7,6,38,3,28,3,3,1983,hitter,,,,
5,유두열,롯데,0.307,94,344,293,90,18,0,9,36,7,4,37,7,35,5,2,1983,hitter,,,,
6,양승관,삼미,0.302,85,312,278,84,15,2,9,30,0,2,24,4,36,3,5,1983,hitter,,,,
7,이종도,MBC,0.296,98,391,341,101,25,2,8,62,16,6,35,7,43,3,9,1983,hitter,,,,
8,이만수,삼성,0.294,98,410,357,105,12,0,27,73,0,3,41,8,51,11,9,1983,hitter,,,,
9,이해창,MBC,0.294,100,444,388,114,21,4,8,47,26,14,41,7,33,5,2,1983,hitter,,,,
10,김우열,OB,0.291,95,379,333,97,21,5,9,56,9,4,39,5,38,8,0,1983,hitter,,,,
11,김재박,MBC,0.290,97,433,373,108,22,2,5,46,34,12,42,10,23,7,19,1983,hitter,,,,
12,박용성,롯데,0.287,97,398,349,100,19,1,17,63,6,7,33,8,60,8,5,1983,hitter,,,,
13,김용철,롯데,0.281,97,374,327,92,21,2,14,38,8,2,38,1,47,4,14,1983,hitter,,,,
14,김봉연,해태,0.280,80,329,286,80,10,1,22,59,2,2,42,0,28,3,0,1983,hitter,,,,
15,정학수,롯데,0.279,97,401,351,98,15,2,3,30,9,7,42,1,27,7,17,1983,hitter,,,,
16,이영구,삼미,0.277,100,418,368,102,21,2,5,36,5,8,30,4,19,10,17,1983,hitter,,,,
17,김대진,삼미,0.277,94,363,311,86,11,1,2,23,4,1,30,9,35,3,7,1983,hitter,,,,
18,김일권,해태,0.275,96,419,374,103,13,1,6,26,48,22,35,6,34,7,4,1983,hitter,,,,
19,김용희,롯데,0.275,85,333,298,82,8,1,18,52,5,6,26,3,30,12,11,1983,hitter,,,,
20,윤동균,OB,0.275,97,411,353,97,19,1,10,54,7,6,53,2,33,5,3,1983,hitter,,,,
21,한대화,OB,0.272,88,344,313,85,17,5,5,44,4,1,16,3,43,7,21,1983,hitter,,,,
22,김근석,삼성,0.271,89,320,284,77,12,0,4,28,2,6,15,13,37,5,11,1983,hitter,,,,
23,이광은,MBC,0.271,93,366,329,89,12,4,8,36,17,6,24,8,29,10,15,1983,hitter,,,,
24,신경식,OB,0.268,100,421,377,101,15,1,5,50,9,7,31,7,38,2,1,1983,hitter,,,,
25,김인식,MBC,0.263,100,416,380,100,16,2,1,30,14,10,11,13,18,0,9,1983,hitter,,,,
26,김무종,해태,0.262,93,345,309,81,19,2,12,60,2,5,20,5,35,7,10,1983,hitter,,,,
27,함학수,삼성,0.261,93,315,295,77,10,2,5,32,8,4,12,2,29,5,10,1983,hitter,,,,
28,서정환,해태,0.257,98,358,319,82,11,3,3,34,13,7,27,4,42,10,26,1983,hitter,,,,
29,정구선,삼미,0.256,97,404,356,91,11,0,15,35,1,5,35,4,43,4,11,1983,hitter,,,,
30,김진우,삼미,0.253,99,424,364,92,10,1,15,49,3,1,51,7,45,11,9,1983,hitter,,,,
1,이만수,삼성,0.340,89,342,300,102,17,1,23,80,3,8,26,12,37,10,1,1984,hitter,,,,
2,홍문종,롯데,0.339,100,415,360,122,25,7,11,53,36,20,43,7,36,2,2,1984,hitter,,,,
3,김용철,롯데,0.327,97,396,346,113,24,2,21,67,8,5,39,4,50,6,6,1984,hitter,,,,
4,장효조,삼성,0.324,89,365,309,100,19,7,7,44,8,8,49,5,25,2,1,1984,hitter,,,,
5,김종모,해태,0.316,74,310,272,86,12,1,14,44,2,5,35,0,31,10,2,1984,hitter,,,,
6,박종훈,OB,0.306,100,315,271,83,11,2,7,37,9,5,26,5,18,5,1,1984,hitter,,,,
7,양세종,OB,0.301,92,338,299,90,16,4,6,47,8,6,28,4,27,5,11,1984,hitter,,,,
8,김재박,MBC,0.300,91,392,343,103,11,5,7,37,26,11,36,5,33,6,14,1984,hitter,,,,
9,김근석,삼성,0.299,86,310,281,84,14,0,5,30,3,2,17,4,20,4,10,1984,hitter,,,,
10,정구선,삼미,0.293,97,420,351,103,13,1,12,46,3,2,62,4,39,7,8,1984,hitter,,,,
11,이광은,MBC,0.288,99,414,378,109,19,3,18,68,7,7,28,3,51,6,9,1984,hitter,,,,
12,윤동균,OB,0.287,99,414,349,100,14,4,10,40,14,3,60,1,27,5,1,1984,hitter,,,,
13,함학수,삼성,0.277,100,342,318,88,12,0,9,45,12,1,17,2,38,7,6,1984,hitter,,,,
14,김일환,해태,0.274,96,361,321,88,15,2,0,27,4,6,30,3,39,7,11,1984,hitter,,,,
15,김우열,OB,0.274,95,373,318,87,11,1,12,49,13,5,47,5,48,5,2,1984,hitter,,,,
16,이해창,MBC,0.273,100,426,374,102,16,6,7,36,36,24,45,3,52,2,2,1984,hitter,,,,
17,정영기,롯데,0.271,94,352,321,87,9,1,1,28,5,4,20,4,28,8,16,1984,hitter,,,,
18,김상훈,MBC,0.271,87,310,277,75,15,3,0,31,3,2,27,2,41,6,6,1984,hitter,,,,
19,권두조,삼미,0.267,100,423,363,97,10,2,1,25,3,2,36,3,36,8,13,1984,hitter,,,,
20,김준환,해태,0.267,91,336,307,82,10,0,6,29,5,5,20,3,47,9,4,1984,hitter,,,,
21,김광수,OB,0.265,100,375,325,86,18,2,2,21,23,13,27,7,25,8,11,1984,hitter,,,,
22,김인식,MBC,0.258,100,432,387,100,13,8,3,28,8,7,22,9,24,5,12,1984,hitter,,,,
23,김성한,해태,0.258,99,410,365,94,16,2,12,41,7,5,39,4,59,6,26,1984,hitter,,,,
24,이영구,삼미,0.257,100,429,378,97,23,0,5,37,5,4,40,4,30,16,9,1984,hitter,,,,
25,서정환,해태,0.250,94,364,324,81,11,0,5,27,9,7,30,3,47,5,13,1984,hitter,,,,
26,김봉연,해태,0.249,97,400,341,85,18,0,17,48,3,2,50,4,56,16,0,1984,hitter,,,,
27,김용희,롯데,0.244,81,334,311,76,13,2,9,53,2,1,17,2,38,7,18,1984,hitter,,,,
28,신언호,MBC,0.238,100,382,336,80,13,0,2,29,5,3,28,8,30,8,4,1984,hitter,,,,
29,유두열,롯데,0.229,90,337,292,67,8,3,11,32,9,5,26,8,38,2,4,1984,hitter,,,,
30,김정수,삼미,0.224,89,324,272,61,14,2,4,25,1,6,44,3,43,2,6,1984,hitter,,,,
1,장효조,삼성,0.370,107,422,346,128,23,1,11,65,17,7,57,4,23,6,2,1985,hitter,,,,
2,박종훈,OB,0.342,103,395,348,119,19,4,6,51,17,8,29,4,16,2,3,1985,hitter,,,,
3,김성한,해태,0.333,105,455,400,133,29,1,22,75,8,5,42,3,37,6,7,1985,hitter,,,,
4,허규옥,삼성,0.330,104,344,306,101,14,7,3,22,26,15,25,4,44,3,0,1985,hitter,,,,
5,이만수,삼성,0.322,103,423,357,115,19,2,22,87,7,9,42,14,37,13,7,1985,hitter,,,,
6,김재박,MBC,0.313,100,431,377,118,15,3,3,36,50,17,39,5,29,3,13,1985,hitter,,,,
7,송일섭,해태,0.308,104,390,338,104,15,0,15,41,3,4,43,6,30,7,4,1985,hitter,,,,
8,이순철,해태,0.304,99,411,369,112,18,5,12,50,31,12,33,4,48,6,14,1985,hitter,,,,
9,김준환,해태,0.301,101,373,336,101,20,0,5,38,7,6,27,4,29,10,4,1985,hitter,,,,
10,김상훈,MBC,0.300,98,395,360,108,23,4,5,51,4,4,29,2,42,7,3,1985,hitter,,,,
11,이선웅,청보,0.300,97,378,337,101,20,1,6,53,1,2,25,7,33,13,7,1985,hitter,,,,
12,김우근,청보,0.288,106,460,400,115,21,1,5,31,31,14,49,1,41,13,4,1985,hitter,,,,
13,유두열,롯데,0.287,104,425,356,102,23,4,13,50,15,6,45,14,38,10,9,1985,hitter,,,,
14,김성래,삼성,0.283,103,359,300,85,16,0,13,51,5,3,41,13,39,8,10,1985,hitter,,,,
15,신경식,OB,0.280,110,457,404,113,23,4,8,58,16,3,40,6,44,5,11,1985,hitter,,,,
16,이광은,MBC,0.279,87,358,326,91,11,3,6,39,20,8,24,4,42,7,4,1985,hitter,,,,
17,김일권,해태,0.278,92,361,316,88,12,4,4,38,39,19,33,3,23,4,3,1985,hitter,,,,
18,김용희,롯데,0.277,101,404,361,100,18,2,14,47,2,2,37,2,33,3,5,1985,hitter,,,,
19,서정환,해태,0.275,104,422,371,102,13,0,3,21,17,12,38,2,40,4,18,1985,hitter,,,,
20,김인식,MBC,0.275,110,455,404,111,14,0,2,16,17,11,30,8,22,8,17,1985,hitter,,,,
21,이해창,삼성,0.270,109,413,352,95,12,3,7,43,14,11,49,5,48,5,0,1985,hitter,,,,
22,정구선,청보,0.261,110,468,387,101,14,0,14,53,2,5,69,7,30,11,4,1985,hitter,,,,
23,홍문종,롯데,0.260,108,445,393,102,23,2,11,58,16,12,42,0,36,3,4,1985,hitter,,,,
24,김광수,OB,0.255,105,455,384,98,17,0,9,40,13,12,44,7,40,10,4,1985,hitter,,,,
25,김봉연,해태,0.253,91,363,316,80,9,1,17,47,7,5,43,3,26,6,1,1985,hitter,,,,
26,김용국,삼성,0.239,99,352,306,73,14,1,7,37,3,4,34,2,42,10,9,1985,hitter,,,,
27,권두조,청보,0.237,110,346,299,71,12,2,0,19,8,4,30,6,30,9,25,1985,hitter,,,,
28,신언호,MBC,0.226,107,398,371,84,11,0,1,28,6,6,16,2,36,7,4,1985,hitter,,,,
29,김용철,롯데,0.223,106,417,367,82,16,1,7,36,7,4,36,1,45,10,5,1985,hitter,,,,
30,한영준,롯데,0.219,109,406,329,72,9,1,5,27,7,11,42,11,50,11,14,1985,hitter,,,,
1,장효조,삼성,0.329,96,367,304,100,20,2,6,41,16,7,59,1,30,6,3,1986,hitter,,,,
2,김종모,해태,0.313,104,427,383,120,19,2,11,61,6,5,42,0,37,14,0,1986,hitter,,,,
3,이광은,MBC,0.304,107,467,408,124,21,3,15,60,20,8,48,5,53,3,3,1986,hitter,,,,
4,김봉연,해태,0.300,108,453,407,122,18,3,21,67,3,5,38,4,30,9,0,1986,hitter,,,,
5,한대화,해태,0.298,103,394,342,102,24,2,14,66,8,7,40,2,40,13,14,1986,hitter,,,,
6,이강돈,빙그레,0.297,104,395,347,103,14,6,10,36,11,11,41,0,55,7,5,1986,hitter,,,,
7,김상훈,MBC,0.295,92,402,366,108,13,8,2,42,3,1,27,4,54,5,7,1986,hitter,,,,
8,이종두,삼성,0.294,104,360,323,95,10,3,9,42,12,7,20,6,59,7,8,1986,hitter,,,,
9,허규옥,삼성,0.293,99,419,376,110,17,5,4,33,27,19,27,4,56,3,6,1986,hitter,,,,
10,김성래,삼성,0.288,102,391,344,99,22,1,8,48,3,1,34,7,42,7,8,1986,hitter,,,,
11,김용철,롯데,0.288,102,409,365,105,26,1,10,57,13,7,35,4,39,18,16,1986,hitter,,,,
12,김형석,OB,0.286,107,405,364,104,8,5,8,47,8,8,25,3,51,8,3,1986,hitter,,,,
12,김진우,청보,0.286,91,353,301,86,19,4,8,41,9,6,38,7,44,13,7,1986,hitter,,,,
14,김인식,MBC,0.282,108,343,309,87,13,1,2,29,12,5,17,6,15,6,7,1986,hitter,,,,
15,김성한,해태,0.280,104,449,404,113,16,0,18,57,10,10,32,6,45,8,9,1986,hitter,,,,
16,윤덕규,MBC,0.280,107,399,354,99,21,3,3,45,3,3,29,5,27,7,0,1986,hitter,,,,
17,유고웅,MBC,0.275,101,399,349,96,11,2,5,39,12,7,33,3,27,5,17,1986,hitter,,,,
18,홍문종,롯데,0.274,103,439,387,106,20,3,3,29,39,17,46,0,44,3,3,1986,hitter,,,,
19,신경식,OB,0.271,106,427,380,103,15,5,1,34,6,8,34,3,27,9,4,1986,hitter,,,,
20,정학수,롯데,0.271,99,352,299,81,11,2,1,26,5,2,39,1,33,4,5,1986,hitter,,,,
21,유지훤,OB,0.270,100,367,330,89,8,2,2,37,8,2,17,8,27,6,31,1986,hitter,,,,
22,윤동균,OB,0.267,102,392,345,92,14,4,2,37,5,5,46,0,36,6,1,1986,hitter,,,,
23,김재박,MBC,0.264,102,447,386,102,18,4,4,43,38,14,36,7,36,5,12,1986,hitter,,,,
24,정구선,청보,0.262,108,443,389,102,15,1,13,42,3,1,40,4,41,5,12,1986,hitter,,,,
25,우경하,청보,0.262,100,337,309,81,11,0,5,18,3,5,20,5,39,4,3,1986,hitter,,,,
26,박종훈,OB,0.259,92,372,320,83,11,2,6,28,12,8,35,5,20,2,2,1986,hitter,,,,
27,이순철,해태,0.257,88,358,319,82,14,3,14,40,19,8,28,5,45,11,10,1986,hitter,,,,
28,서정환,해태,0.256,108,432,375,96,12,1,3,24,43,23,38,7,49,2,21,1986,hitter,,,,
29,박흥식,MBC,0.255,98,430,377,96,14,2,0,40,8,8,30,10,32,6,5,1986,hitter,,,,
30,조성옥,롯데,0.253,105,337,293,74,7,5,0,15,2,7,23,0,17,2,4,1986,hitter,,,,
1,장효조,삼성,0.387,88,335,284,110,16,4,2,58,7,4,41,3,26,1,2,1987,hitter,,,,
2,이만수,삼성,0.344,85,357,299,103,14,1,18,76,6,2,47,4,23,16,3,1987,hitter,,,,
3,이정훈,빙그레,0.335,100,441,370,124,13,7,4,34,20,13,35,10,25,1,6,1987,hitter,,,,
4,김성래,삼성,0.332,99,385,334,111,11,1,22,70,2,5,45,3,38,8,10,1987,hitter,,,,
5,김종모,해태,0.331,88,360,332,110,13,1,9,41,2,4,22,3,25,14,0,1987,hitter,,,,
6,김광림,OB,0.327,102,398,342,112,9,7,2,17,13,8,42,2,24,2,3,1987,hitter,,,,
7,허규옥,삼성,0.326,94,345,319,104,17,7,3,39,25,5,21,2,45,4,8,1987,hitter,,,,
8,고원부,빙그레,0.324,104,446,380,123,14,1,7,52,14,7,53,2,21,11,3,1987,hitter,,,,
9,김형석,OB,0.316,81,337,301,95,16,5,3,45,7,5,26,2,38,10,5,1987,hitter,,,,
10,김용철,롯데,0.314,103,428,382,120,32,2,7,59,11,8,42,3,33,12,1,1987,hitter,,,,
11,김성한,해태,0.314,81,342,306,96,22,0,15,46,3,1,30,3,29,5,15,1987,hitter,,,,
12,유승안,빙그레,0.308,97,360,328,101,15,1,12,58,1,6,23,1,36,17,4,1987,hitter,,,,
13,한영준,롯데,0.301,92,416,356,107,15,3,6,36,14,5,38,6,38,7,7,1987,hitter,,,,
14,박흥식,MBC,0.300,101,418,347,104,8,9,2,36,15,5,46,8,28,8,2,1987,hitter,,,,
15,이광은,MBC,0.298,108,463,410,122,21,2,14,74,8,7,35,10,40,14,4,1987,hitter,,,,
16,류중일,삼성,0.287,104,401,352,101,17,2,2,28,8,4,39,3,34,8,13,1987,hitter,,,,
17,홍문종,롯데,0.287,108,466,415,119,19,4,7,49,25,9,40,5,26,5,3,1987,hitter,,,,
18,김재박,MBC,0.283,100,448,399,113,23,5,1,24,33,18,39,5,26,7,21,1987,hitter,,,,
19,김상훈,MBC,0.278,108,436,399,111,17,4,10,57,4,1,31,3,44,9,4,1987,hitter,,,,
20,서정환,해태,0.278,102,383,335,93,12,3,3,28,19,11,33,9,16,8,12,1987,hitter,,,,
21,김동기,청보,0.277,105,414,350,97,21,0,9,48,3,5,51,4,55,7,6,1987,hitter,,,,
22,홍승규,삼성,0.276,100,357,322,89,13,3,7,26,13,10,28,3,40,2,0,1987,hitter,,,,
23,윤동균,OB,0.276,93,334,294,81,17,1,0,48,0,1,34,2,33,10,0,1987,hitter,,,,
24,김봉연,해태,0.271,98,380,339,92,11,2,6,39,1,2,27,4,23,13,0,1987,hitter,,,,
25,이종두,삼성,0.270,99,336,304,82,8,1,10,38,14,2,22,4,44,11,5,1987,hitter,,,,
26,신경식,OB,0.269,102,378,349,94,8,6,3,39,5,2,23,3,20,4,7,1987,hitter,,,,
27,윤덕규,MBC,0.269,103,389,357,96,11,4,2,34,5,6,21,2,26,5,0,1987,hitter,,,,
28,이강돈,빙그레,0.268,106,407,369,99,13,4,3,42,4,15,24,5,56,6,7,1987,hitter,,,,
29,김민호,롯데,0.264,104,397,337,89,15,2,4,50,9,2,50,2,36,7,8,1987,hitter,,,,
30,정구선,롯데,0.254,99,397,331,84,14,2,9,42,4,2,53,4,33,8,6,1987,hitter,,,,
1,김상훈,MBC,0.354,87,341,305,108,15,4,8,52,2,3,32,4,20,7,4,1988,hitter,,,,
2,김성래,삼성,0.350,96,386,314,110,19,2,10,54,7,4,58,7,43,6,8,1988,hitter,,,,
3,김성한,해태,0.324,104,457,404,131,12,0,30,89,16,5,31,11,52,4,12,1988,hitter,,,,
4,서정환,해태,0.323,95,336,297,96,11,1,0,29,22,8,26,4,27,6,14,1988,hitter,,,,
5,김민호,롯데,0.323,101,417,356,115,17,0,14,64,6,2,55,2,41,4,9,1988,hitter,,,,
6,이만수,삼성,0.323,86,334,285,92,13,0,18,58,6,3,41,7,22,8,2,1988,hitter,,,,
7,한대화,해태,0.320,101,415,356,114,18,1,18,57,6,4,46,5,35,8,6,1988,hitter,,,,
8,장효조,삼성,0.314,96,334,283,89,12,2,4,35,5,5,49,2,27,2,0,1988,hitter,,,,
9,이강돈,빙그레,0.313,103,418,377,118,26,3,4,56,8,6,27,0,50,5,5,1988,hitter,,,,
10,이순철,해태,0.313,108,477,406,127,26,2,13,52,58,20,52,12,37,7,1,1988,hitter,,,,
11,김광림,OB,0.312,101,355,311,97,21,4,2,28,8,8,30,1,31,3,2,1988,hitter,,,,
12,이정훈,빙그레,0.309,96,414,366,113,20,3,4,34,18,9,37,4,26,4,1,1988,hitter,,,,
13,이선웅,태평양,0.308,99,343,295,91,12,0,1,41,5,5,35,1,15,16,13,1988,hitter,,,,
14,윤덕규,MBC,0.304,101,405,352,107,13,5,1,43,10,5,39,2,36,11,3,1988,hitter,,,,
15,김일권,태평양,0.301,89,343,309,93,11,5,3,34,26,14,16,3,8,9,1,1988,hitter,,,,
16,박흥식,MBC,0.301,80,356,316,95,12,4,4,34,14,5,28,5,23,1,3,1988,hitter,,,,
17,김종모,해태,0.300,105,393,353,106,8,2,4,35,1,1,29,0,17,11,4,1988,hitter,,,,
18,김준환,해태,0.293,100,357,314,92,11,1,11,48,3,3,28,2,41,14,0,1988,hitter,,,,
19,이종두,삼성,0.292,93,348,308,90,17,3,9,42,15,3,34,2,40,5,3,1988,hitter,,,,
20,김용철,롯데,0.292,102,422,380,111,21,2,18,69,15,4,34,4,26,13,1,1988,hitter,,,,
21,신경식,OB,0.288,107,408,378,109,12,3,4,38,12,2,25,1,18,3,6,1988,hitter,,,,
22,김용국,삼성,0.285,101,378,333,95,11,1,3,42,8,7,32,3,30,10,15,1988,hitter,,,,
23,강정길,빙그레,0.284,98,342,299,85,16,1,4,32,7,3,26,10,26,11,6,1988,hitter,,,,
24,유두열,롯데,0.281,99,374,331,93,9,2,7,38,9,7,31,4,22,8,6,1988,hitter,,,,
25,홍문종,롯데,0.279,87,359,319,89,13,3,4,25,22,11,36,1,18,4,2,1988,hitter,,,,
26,고원부,빙그레,0.277,98,368,321,89,13,1,9,50,10,1,29,6,17,14,2,1988,hitter,,,,
27,김재박,MBC,0.267,99,447,409,109,18,1,2,26,25,12,28,1,23,3,13,1988,hitter,,,,
28,장태수,삼성,0.266,92,344,290,77,7,4,8,33,25,7,38,6,33,4,2,1988,hitter,,,,
29,유승안,빙그레,0.263,103,350,297,78,14,2,15,55,3,2,46,0,49,11,5,1988,hitter,,,,
30,김광수,OB,0.262,108,467,397,104,20,1,6,40,26,4,48,3,33,13,7,1988,hitter,,,,
1,고원부,빙그레,0.327,109,395,342,112,16,2,6,45,5,8,45,2,32,11,7,1989,hitter,,,,
2,강기웅,삼성,0.322,95,385,351,113,12,4,1,33,26,6,17,3,34,2,6,1989,hitter,,,,
3,박철우,해태,0.318,112,377,340,108,15,1,13,59,0,2,27,8,41,12,0,1989,hitter,,,,
