순위,선수명,팀명,AVG,G,PA,AB,H,2B,3B,HR,RBI,SB,CS,BB,HBP,SO,GDP,E,Season,Category,R,TB,SAC,SF
4,김응국,롯데,0.321,126,518,446,143,22,6,9,64,26,7,65,2,61,11,2,1996,hitter,,,,
5,임수혁,롯데,0.311,113,431,373,116,18,2,11,76,4,5,46,3,46,11,2,1996,hitter,,,,
6,박정태,롯데,0.309,94,405,366,113,25,1,5,61,2,0,32,3,39,11,9,1996,hitter,,,,
7,김광림,쌍방울,0.303,126,509,449,136,19,6,2,49,15,4,45,3,63,8,2,1996,hitter,,,,
8,이승엽,삼성,0.303,122,504,459,139,32,6,9,76,4,1,34,5,42,10,5,1996,hitter,,,,
9,박재홍,현대,0.295,126,547,481,142,29,4,30,108,36,17,53,7,107,7,2,1996,hitter,,,,
10,김실,쌍방울,0.291,124,487,419,122,19,6,0,38,6,8,46,2,49,4,7,1996,hitter,,,,
11,박현승,롯데,0.288,108,410,354,102,22,3,8,51,10,6,40,5,55,13,13,1996,hitter,,,,
12,송지만,한화,0.287,122,460,394,113,30,4,18,53,10,16,43,9,81,5,8,1996,hitter,,,,
13,강석천,한화,0.286,113,404,357,102,15,2,4,49,18,10,30,6,53,12,8,1996,hitter,,,,
14,심재학,LG,0.285,118,471,389,111,15,1,18,72,1,4,64,11,58,7,7,1996,hitter,,,,
15,김재현,LG,0.283,117,482,414,117,20,0,11,60,7,7,49,11,52,7,4,1996,hitter,,,,
16,박진만,현대,0.283,115,406,361,102,21,2,6,38,11,7,20,7,55,5,22,1996,hitter,,,,
17,이명수,OB,0.281,103,392,342,96,13,0,4,24,0,6,43,1,55,12,7,1996,hitter,,,,
18,이숭용,현대,0.280,124,442,371,104,18,4,12,47,5,6,60,7,51,4,1,1996,hitter,,,,
19,마해영,롯데,0.276,120,467,428,118,26,3,12,64,4,2,30,3,81,11,2,1996,hitter,,,,
20,심성보,쌍방울,0.275,116,391,335,92,26,4,5,51,8,2,40,2,55,6,3,1996,hitter,,,,
21,김경기,현대,0.274,115,472,412,113,16,1,20,64,6,4,50,7,82,6,8,1996,hitter,,,,
22,이영우,한화,0.269,114,417,353,95,21,3,8,39,12,9,49,2,63,9,2,1996,hitter,,,,
23,김상호,OB,0.269,117,487,439,118,27,0,20,75,5,5,31,8,101,5,5,1996,hitter,,,,
24,홍원기,한화,0.262,123,450,382,100,20,0,9,47,5,4,42,11,75,12,18,1996,hitter,,,,
25,송구홍,LG,0.261,109,414,349,91,18,1,7,38,17,6,25,22,49,11,13,1996,hitter,,,,
26,최태원,쌍방울,0.258,126,523,449,116,22,3,1,40,5,6,32,13,53,6,10,1996,hitter,,,,
27,이호성,해태,0.258,105,399,357,92,10,0,9,63,16,5,28,1,66,11,5,1996,hitter,,,,
28,정수근,OB,0.253,126,551,490,124,20,6,1,26,43,25,42,6,54,9,8,1996,hitter,,,,
29,안경현,OB,0.251,125,475,426,107,19,2,8,42,0,1,39,3,65,11,12,1996,hitter,,,,
30,류지현,LG,0.249,100,466,385,96,15,3,4,26,24,7,59,11,61,2,20,1996,hitter,,,,
1,김기태,쌍방울,0.344,111,478,390,134,30,3,26,79,10,7,84,2,54,11,4,1997,hitter,,,,
2,이승엽,삼성,0.329,126,577,517,170,37,3,32,114,5,2,49,6,79,10,4,1997,hitter,,,,
3,양준혁,삼성,0.328,126,561,442,145,32,5,30,98,25,17,103,7,75,7,2,1997,hitter,,,,
4,박재홍,현대,0.326,96,403,331,108,16,0,27,69,22,14,66,4,59,5,2,1997,hitter,,,,
5,신동주,삼성,0.326,120,452,399,130,37,1,21,66,18,12,34,14,79,3,2,1997,hitter,,,,
6,이종범,해태,0.324,125,577,484,157,28,3,30,74,64,15,87,3,49,9,27,1997,hitter,,,,
7,강석천,한화,0.322,123,506,447,144,19,4,7,34,17,9,37,7,40,9,2,1997,hitter,,,,
8,조원우,쌍방울,0.321,126,489,424,136,18,9,5,49,15,7,24,2,48,13,2,1997,hitter,,,,
9,서용빈,LG,0.316,120,459,399,126,25,6,4,69,4,6,38,7,45,5,4,1997,hitter,,,,
10,김상호,OB,0.315,96,393,343,108,24,3,11,52,4,2,42,4,71,7,3,1997,hitter,,,,
11,이숭용,현대,0.311,121,420,341,106,28,3,9,61,3,4,62,6,39,4,1,1997,hitter,,,,
12,최태원,쌍방울,0.306,126,558,477,146,30,1,2,39,3,9,51,6,49,4,9,1997,hitter,,,,
13,이병규,LG,0.305,126,550,495,151,31,8,7,69,23,5,43,8,50,6,2,1997,hitter,,,,
14,박현승,롯데,0.301,112,430,379,114,19,4,19,63,12,1,36,6,66,10,9,1997,hitter,,,,
15,최익성,삼성,0.296,122,568,480,142,25,2,22,65,33,5,61,18,81,6,2,1997,hitter,,,,
16,장종훈,한화,0.293,121,499,427,125,27,1,22,76,15,8,63,4,76,9,8,1997,hitter,,,,
17,김광림,현대,0.292,117,396,346,101,14,5,2,32,9,9,39,1,44,3,2,1997,hitter,,,,
18,김한수,삼성,0.292,124,524,466,136,27,1,9,68,9,9,36,7,79,6,17,1997,hitter,,,,
19,최훈재,해태,0.292,112,394,343,100,23,1,12,70,3,7,34,5,40,10,2,1997,hitter,,,,
20,심재학,LG,0.285,117,478,411,117,23,1,15,84,5,2,54,2,51,8,6,1997,hitter,,,,
21,신국환,LG,0.281,120,455,405,114,25,3,8,58,9,4,23,14,53,18,18,1997,hitter,,,,
22,이호성,해태,0.276,110,443,380,105,13,0,15,63,20,5,54,4,74,10,1,1997,hitter,,,,
23,정경배,삼성,0.274,123,486,420,115,25,3,13,72,13,9,36,6,84,5,12,1997,hitter,,,,
24,김대익,롯데,0.272,122,412,356,97,22,3,6,35,13,14,40,2,73,2,2,1997,hitter,,,,
25,홍현우,해태,0.271,126,534,436,118,29,0,22,79,20,9,86,7,80,19,18,1997,hitter,,,,
26,류지현,LG,0.269,125,569,479,129,24,2,3,45,44,11,61,13,62,11,14,1997,hitter,,,,
27,심성보,쌍방울,0.269,118,435,390,105,23,3,15,73,5,6,30,6,65,12,9,1997,hitter,,,,
28,김실,쌍방울,0.267,118,418,359,96,17,5,0,38,4,5,33,1,29,7,6,1997,hitter,,,,
29,송지만,한화,0.266,117,474,414,110,26,1,14,45,12,10,35,7,91,8,3,1997,hitter,,,,
30,정수근,OB,0.263,103,443,377,99,9,2,2,34,50,15,46,7,49,5,3,1997,hitter,,,,
1,양준혁,삼성,0.342,126,552,456,156,30,1,27,89,15,14,87,5,69,14,3,1998,hitter,,,,
2,전준호,현대,0.321,126,518,446,143,16,7,5,43,35,17,49,10,58,2,2,1998,hitter,,,,
3,박정태,롯데,0.318,113,473,406,129,24,2,13,79,1,3,52,4,47,5,11,1998,hitter,,,,
4,쿨바,현대,0.317,115,471,410,130,27,1,26,97,2,3,51,5,102,5,8,1998,hitter,,,,
5,장성호,해태,0.312,125,529,465,145,23,1,15,49,5,0,44,9,53,12,8,1998,hitter,,,,
6,조원우,쌍방울,0.311,126,536,479,149,20,4,12,62,23,6,35,7,46,15,3,1998,hitter,,,,
7,김기태,쌍방울,0.309,126,541,434,134,28,4,31,90,10,5,104,0,79,11,8,1998,hitter,,,,
8,이승엽,삼성,0.306,126,568,477,146,32,2,38,102,0,2,78,5,97,4,3,1998,hitter,,,,
9,우즈,OB,0.305,126,521,452,138,14,1,42,103,1,2,65,2,115,13,5,1998,hitter,,,,
10,이호준,해태,0.303,121,465,422,128,27,1,19,77,5,2,27,6,71,13,2,1998,hitter,,,,
11,김한수,삼성,0.300,126,503,463,139,24,1,15,80,5,3,19,6,70,19,14,1998,hitter,,,,
12,강동우,삼성,0.300,123,468,414,124,23,8,10,30,22,7,42,1,68,5,1,1998,hitter,,,,
13,김재현,LG,0.295,122,541,482,142,31,3,16,76,8,6,47,7,80,6,2,1998,hitter,,,,
14,심정수,OB,0.294,126,518,477,140,29,4,19,73,4,1,34,5,82,5,4,1998,hitter,,,,
15,마해영,롯데,0.292,126,534,465,136,33,1,15,64,2,3,51,12,97,7,9,1998,hitter,,,,
16,김대익,롯데,0.292,124,527,466,136,29,7,5,40,27,9,48,4,65,6,6,1998,hitter,,,,
17,최태원,쌍방울,0.288,126,537,469,135,22,3,4,39,9,5,42,4,42,9,7,1998,hitter,,,,
18,정수근,OB,0.288,125,549,480,138,19,11,1,36,44,13,51,6,44,7,5,1998,hitter,,,,
19,김동수,LG,0.284,118,471,408,116,28,2,20,66,2,3,44,9,71,8,12,1998,hitter,,,,
20,김선진,LG,0.282,115,408,369,104,20,3,8,46,13,5,26,3,59,19,8,1998,hitter,,,,
21,치멜리스,한화,0.279,118,455,409,114,22,0,17,63,1,3,29,5,58,7,14,1998,hitter,,,,
22,이병규,LG,0.279,124,544,499,139,31,5,9,67,11,6,36,3,47,13,1,1998,hitter,,,,
23,이숭용,현대,0.278,107,412,363,101,26,1,10,45,6,9,31,12,72,5,1,1998,hitter,,,,
24,류지현,LG,0.277,126,564,476,132,36,1,12,61,40,7,71,6,78,3,20,1998,hitter,,,,
25,강석천,한화,0.276,125,510,471,130,23,5,6,42,20,7,16,12,51,12,5,1998,hitter,,,,
26,장종훈,한화,0.275,118,489,437,120,17,1,17,66,3,5,41,7,69,13,8,1998,hitter,,,,
27,김경기,현대,0.274,126,493,431,118,25,0,18,59,5,6,43,12,79,11,26,1998,hitter,,,,
28,홍현우,해태,0.269,126,533,442,119,24,1,15,62,13,9,79,3,74,9,20,1998,hitter,,,,
29,심성보,쌍방울,0.269,126,521,469,126,24,5,24,86,9,5,38,4,110,12,3,1998,hitter,,,,
30,송지만,한화,0.269,126,508,432,116,20,0,16,49,25,8,45,19,99,6,5,1998,hitter,,,,
1,마해영,롯데,0.372,132,579,503,187,38,4,35,119,6,9,59,10,65,11,6,1999,hitter,,,,
2,이병규,LG,0.349,131,599,550,192,43,8,30,99,31,3,34,9,65,11,2,1999,hitter,,,,
3,장성호,해태,0.342,129,559,485,166,32,1,24,62,5,3,61,8,71,9,4,1999,hitter,,,,
4,김한수,삼성,0.340,128,551,497,169,36,1,18,88,7,6,33,13,73,12,12,1999,hitter,,,,
5,심정수,두산,0.335,132,544,480,161,35,1,31,110,1,4,53,8,77,17,3,1999,hitter,,,,
6,이영우,한화,0.334,128,482,425,142,33,4,13,49,16,7,40,9,69,6,3,1999,hitter,,,,
7,박정태,롯데,0.329,127,540,456,150,17,3,11,83,0,3,63,6,60,17,10,1999,hitter,,,,
8,데이비스,한화,0.328,130,578,525,172,31,3,30,106,35,18,41,5,93,14,2,1999,hitter,,,,
9,호세,롯데,0.327,132,553,462,151,29,3,36,122,12,3,79,5,119,8,6,1999,hitter,,,,
10,정수근,두산,0.325,129,589,505,164,28,8,2,55,57,13,70,4,56,12,7,1999,hitter,,,,
11,이승엽,삼성,0.323,132,614,486,157,33,2,54,123,10,2,112,12,114,7,6,1999,hitter,,,,
12,양준혁,해태,0.323,131,588,496,160,23,1,32,105,21,12,82,5,68,14,1,1999,hitter,,,,
13,김동주,두산,0.321,114,455,399,128,25,3,22,84,2,1,41,10,53,9,7,1999,hitter,,,,
14,장원진,두산,0.317,121,480,426,135,15,2,2,58,3,2,39,4,44,9,5,1999,hitter,,,,
15,정경배,삼성,0.312,105,453,398,124,15,0,18,53,16,8,24,24,80,7,9,1999,hitter,,,,
16,송지만,한화,0.311,132,515,476,148,24,11,22,74,20,18,28,4,88,7,4,1999,hitter,,,,
17,류지현,LG,0.303,93,422,356,108,19,5,11,45,14,10,50,5,42,5,9,1999,hitter,,,,
18,강석천,한화,0.303,130,496,433,131,22,2,5,42,24,10,33,16,56,16,22,1999,hitter,,,,
19,박종호,현대,0.301,119,473,396,119,29,4,10,55,13,3,28,31,53,4,18,1999,hitter,,,,
20,홍현우,해태,0.300,129,561,487,146,26,0,34,111,31,6,64,3,104,10,15,1999,hitter,,,,
21,우즈,두산,0.297,124,544,454,135,20,0,34,101,5,2,83,3,126,14,11,1999,hitter,,,,
22,박재홍,현대,0.295,129,572,482,142,27,1,24,98,17,13,79,6,85,10,2,1999,hitter,,,,
23,김응국,롯데,0.293,125,555,481,141,27,7,8,60,12,13,62,1,81,6,0,1999,hitter,,,,
24,김기태,삼성,0.293,130,560,468,137,33,2,28,88,5,4,82,6,95,9,6,1999,hitter,,,,
25,정성훈,해태,0.292,108,416,366,107,19,1,7,39,5,6,26,8,51,8,14,1999,hitter,,,,
26,로마이어,한화,0.292,132,572,487,142,30,3,45,109,6,2,74,6,100,8,12,1999,hitter,,,,
27,전준호,현대,0.291,129,562,470,137,7,2,4,43,38,12,67,4,72,1,2,1999,hitter,,,,
28,이종열,LG,0.291,128,544,468,136,23,7,9,55,18,1,53,13,83,10,21,1999,hitter,,,,
29,피어슨,현대,0.289,129,561,502,145,12,0,31,108,0,1,47,5,85,9,0,1999,hitter,,,,
30,김재현,LG,0.287,121,520,453,130,17,1,21,94,8,4,54,9,58,14,1,1999,hitter,,,,
1,박종호,현대,0.340,121,541,441,150,30,3,10,58,9,5,61,12,47,4,16,2000,hitter,,,,
2,김동주,두산,0.339,127,539,469,159,29,1,31,106,5,2,51,13,65,17,17,2000,hitter,,,,
3,브리또,SK,0.338,103,452,405,137,26,4,15,70,3,2,31,11,55,8,12,2000,hitter,,,,
4,송지만,한화,0.338,120,530,468,158,33,2,32,90,20,7,52,7,72,10,5,2000,hitter,,,,
5,데이비스,한화,0.334,107,458,419,140,29,1,22,80,21,7,25,2,92,15,8,2000,hitter,,,,
6,프랑코,삼성,0.327,132,549,477,156,19,1,22,110,12,5,63,2,86,11,7,2000,hitter,,,,
7,장성호,해태,0.324,115,546,450,146,30,1,14,48,6,5,88,3,57,7,3,2000,hitter,,,,
8,장원진,두산,0.323,133,579,527,170,27,5,7,59,10,4,43,3,37,12,3,2000,hitter,,,,
8,이병규,LG,0.323,129,595,527,170,28,1,18,99,14,8,52,5,91,15,2,2000,hitter,,,,
10,이영우,한화,0.318,128,542,478,152,36,5,25,64,7,12,52,8,91,5,3,2000,hitter,,,,
11,우즈,두산,0.315,127,565,479,151,22,0,39,111,4,1,77,6,132,13,2,2000,hitter,,,,
12,양준혁,LG,0.313,117,514,432,135,30,2,15,92,15,4,73,5,65,6,3,2000,hitter,,,,
13,박재홍,현대,0.309,132,572,489,151,31,5,32,115,30,14,64,7,77,15,2,2000,hitter,,,,
14,김재현,LG,0.308,131,560,464,143,32,2,11,62,6,6,81,7,73,11,6,2000,hitter,,,,
15,심정수,두산,0.304,126,542,454,138,21,2,29,91,3,0,69,10,67,12,6,2000,hitter,,,,
16,로마이어,한화,0.296,123,534,473,140,30,0,29,96,3,2,53,4,115,19,9,2000,hitter,,,,
17,마해영,롯데,0.294,132,569,497,146,25,1,23,90,2,1,51,18,75,10,8,2000,hitter,,,,
18,이승엽,삼성,0.293,125,544,454,133,33,0,36,95,4,5,80,7,113,5,2,2000,hitter,,,,
19,홍성흔,두산,0.290,127,484,438,127,13,2,10,59,10,3,32,3,50,12,10,2000,hitter,,,,
20,정경배,삼성,0.289,102,426,374,108,25,1,12,38,5,4,33,9,71,5,7,2000,hitter,,,,
21,스미스,LG,0.288,118,484,423,122,27,1,35,100,0,1,53,2,120,17,4,2000,hitter,,,,
22,박진만,현대,0.288,129,477,420,121,30,4,15,58,0,5,36,6,76,9,15,2000,hitter,,,,
23,강석천,한화,0.286,123,487,433,124,24,2,7,49,15,8,34,10,61,18,21,2000,hitter,,,,
24,박정태,롯데,0.285,107,439,386,110,15,2,6,53,3,0,47,1,42,13,8,2000,hitter,,,,
25,박경완,현대,0.282,130,517,408,115,16,0,40,95,7,4,87,12,112,7,9,2000,hitter,,,,
26,류지현,LG,0.281,129,592,495,139,24,1,7,38,25,9,73,2,50,4,14,2000,hitter,,,,
27,김대익,롯데,0.278,133,534,464,129,27,4,6,47,12,11,53,2,82,5,2,2000,hitter,,,,
28,정수근,두산,0.277,127,567,502,139,23,3,3,50,47,7,47,5,40,5,3,2000,hitter,,,,
29,김응국,롯데,0.277,107,439,401,111,15,3,6,45,9,7,34,2,78,7,2,2000,hitter,,,,
30,심재학,현대,0.265,130,502,430,114,30,1,21,75,3,2,51,15,59,7,4,2000,hitter,,,,
1,양준혁,LG,0.355,124,531,439,156,20,3,14,92,12,5,80,1,55,9,1,2001,hitter,,,,
2,심재학,두산,0.344,117,469,369,127,20,1,24,88,7,1,86,7,50,6,6,2001,hitter,,,,
3,에레라,SK,0.340,103,450,418,142,27,1,15,63,15,7,24,5,53,11,4,2001,hitter,,,,
4,호세,롯데,0.335,117,499,367,123,20,2,36,102,7,4,127,1,72,4,3,2001,hitter,,,,
5,데이비스,한화,0.335,130,564,496,166,21,0,30,96,15,9,60,2,74,15,6,2001,hitter,,,,
6,마해영,삼성,0.328,133,547,470,154,18,0,30,95,1,1,68,5,82,13,2,2001,hitter,,,,
7,전준호,현대,0.325,125,490,400,130,18,6,4,35,27,15,65,8,51,5,3,2001,hitter,,,,
8,김재현,LG,0.325,126,534,428,139,29,1,8,61,10,8,88,6,83,9,3,2001,hitter,,,,
9,김동주,두산,0.324,103,421,364,118,18,0,18,62,2,2,47,4,57,10,3,2001,hitter,,,,
10,브리또,SK,0.320,122,510,422,135,27,0,22,80,7,3,57,24,53,12,23,2001,hitter,,,,
11,김종석,한화,0.315,116,445,390,123,22,2,16,65,4,1,49,1,78,9,0,2001,hitter,,,,
12,김한수,삼성,0.311,117,478,427,133,29,2,13,61,3,2,28,13,57,11,10,2001,hitter,,,,
13,장성호,KIA,0.311,133,591,489,152,32,4,23,97,6,4,90,6,53,11,13,2001,hitter,,,,
14,산토스,KIA,0.310,130,541,484,150,19,0,26,107,1,0,46,1,66,17,0,2001,hitter,,,,
15,이병규,LG,0.308,133,607,542,167,30,4,12,83,24,8,54,4,69,10,7,2001,hitter,,,,
16,정수근,두산,0.306,122,546,467,143,21,9,2,53,52,11,71,1,51,8,6,2001,hitter,,,,
17,최기문,롯데,0.304,127,451,385,117,16,2,7,47,8,5,40,7,52,6,8,2001,hitter,,,,
18,조경환,롯데,0.303,120,497,433,131,33,0,26,102,2,0,47,8,109,6,1,2001,hitter,,,,
19,박진만,현대,0.300,122,449,383,115,13,0,22,63,9,6,47,4,65,13,25,2001,hitter,,,,
20,이숭용,현대,0.300,124,496,430,129,29,1,10,64,4,0,47,9,47,5,6,2001,hitter,,,,
21,심정수,현대,0.294,107,453,381,112,19,1,18,70,8,2,60,11,75,11,5,2001,hitter,,,,
22,홍세완,KIA,0.293,133,508,451,132,24,1,14,72,8,2,43,3,62,14,15,2001,hitter,,,,
23,우즈,두산,0.291,118,525,436,127,16,2,34,113,12,3,83,1,114,11,3,2001,hitter,,,,
24,김수연,한화,0.291,129,446,392,114,10,3,0,20,42,16,47,2,67,3,7,2001,hitter,,,,
25,박현승,롯데,0.288,123,521,427,123,21,4,5,53,15,6,72,13,68,5,9,2001,hitter,,,,
26,이영우,한화,0.286,126,448,381,109,25,3,15,65,10,3,62,0,70,8,1,2001,hitter,,,,
27,서용빈,LG,0.286,126,421,371,106,19,4,0,49,4,2,37,5,50,10,3,2001,hitter,,,,
28,김종국,KIA,0.285,101,416,361,103,15,3,4,25,21,12,40,5,56,5,7,2001,hitter,,,,
29,김대익,롯데,0.285,130,458,404,115,24,2,5,33,9,10,33,1,75,8,0,2001,hitter,,,,
30,장원진,두산,0.285,129,559,513,146,17,3,5,53,11,4,38,3,43,13,2,2001,hitter,,,,
1,장성호,KIA,0.343,133,586,481,165,29,0,19,95,,,,,,,,2002,hitter,82,251,2,8
2,마해영,삼성,0.323,133,596,532,172,40,2,33,116,,,,,,,,2002,hitter,92,315,0,6
3,이승엽,삼성,0.323,133,617,511,165,42,2,47,126,,,,,,,,2002,hitter,123,352,0,2
4,심정수,현대,0.321,133,577,502,161,22,1,46,119,,,,,,,,2002,hitter,101,323,0,3
5,김동주,두산,0.318,120,487,415,132,21,0,26,79,,,,,,,,2002,hitter,63,231,0,7
6,이영우,한화,0.315,133,564,476,150,26,1,24,52,,,,,,,,2002,hitter,96,250,7,0
7,김한수,삼성,0.311,127,541,486,151,23,1,17,76,,,,,,,,2002,hitter,69,227,2,4
8,이진영,SK,0.308,128,475,419,129,22,8,13,40,,,,,,,,2002,hitter,73,206,6,3
9,전준호,현대,0.300,126,501,420,126,15,8,3,28,,,,,,,,2002,hitter,83,166,14,1
10,이병규,LG,0.293,109,444,389,114,25,0,12,43,,,,,,,,2002,hitter,54,175,1,2
11,이종범,KIA,0.293,123,546,485,142,25,2,18,59,,,,,,,,2002,hitter,93,225,4,1
12,송지만,한화,0.291,131,557,488,142,18,2,38,104,,,,,,,,2002,hitter,84,278,0,2
13,채종범,SK,0.291,127,557,478,139,19,2,17,68,,,,,,,,2002,hitter,79,213,11,3
14,홍성흔,두산,0.289,127,484,432,125,17,0,18,70,,,,,,,,2002,hitter,51,196,7,3
15,이호준,SK,0.288,129,499,444,128,24,2,23,64,,,,,,,,2002,hitter,76,225,4,2
16,안경현,두산,0.288,130,548,486,140,24,4,8,58,,,,,,,,2002,hitter,50,196,7,6
17,박용택,LG,0.288,112,424,375,108,28,6,9,55,,,,,,,,2002,hitter,68,175,1,4
18,강동우,삼성,0.288,130,521,466,134,23,3,9,49,,,,,,,,2002,hitter,75,190,7,1
19,데이비스,한화,0.287,115,456,404,116,23,1,21,72,,,,,,,,2002,hitter,56,204,0,2
20,김종국,KIA,0.287,133,595,527,151,26,3,8,53,,,,,,,,2002,hitter,95,207,3,1
21,최기문,롯데,0.285,123,415,383,109,22,4,8,50,,,,,,,,2002,hitter,34,163,2,0
22,이숭용,현대,0.284,125,480,422,120,18,2,19,76,,,,,,,,2002,hitter,63,199,4,2
23,김응국,롯데,0.284,116,412,373,106,15,3,3,49,,,,,,,,2002,hitter,35,136,2,1
24,브리또,삼성,0.283,128,545,481,136,29,0,25,90,,,,,,,,2002,hitter,89,240,4,4
25,진갑용,삼성,0.281,133,517,462,130,29,1,18,86,,,,,,,,2002,hitter,58,215,1,5
26,페르난데스,SK,0.281,132,556,499,140,24,0,45,107,,,,,,,,2002,hitter,81,299,0,1
27,폴,현대,0.280,113,441,397,111,18,2,18,64,,,,,,,,2002,hitter,48,187,1,2
28,마르티네스,LG,0.279,109,468,409,114,19,1,15,69,,,,,,,,2002,hitter,59,180,0,6
29,박재홍,현대,0.278,112,481,432,120,24,0,15,67,,,,,,,,2002,hitter,57,189,0,4
30,양준혁,삼성,0.276,132,437,391,108,23,2,14,50,,,,,,,,2002,hitter,60,177,0,1
1,김동주,두산,0.342,118,504,401,137,23,2,23,89,,,,,,,,2003,hitter,61,233,0,13
2,심정수,현대,0.335,133,601,460,154,16,1,53,142,,,,,,,,2003,hitter,110,331,0,8
3,안경현,두산,0.333,128,539,475,158,28,3,10,72,,,,,,,,2003,hitter,65,222,6,5
