Name,Year,PA,wRC+
채태인,2016,417,83.2
채태인,2017,384,125.4
채태인,2018,420,99.6
채태인,2019,182,88.3
채태인,2020,189,125.8
지석훈,2004,1,1055.4
지석훈,2005,112,7.4
지석훈,2006,66,89.8
지석훈,2007,235,38.3
지석훈,2008,11,-85.8
지석훈,2011,125,74.7
지석훈,2012,121,37.9
지석훈,2013,357,67.6
지석훈,2014,238,94.8
지석훈,2015,466,83.4
지석훈,2016,394,45.8
지석훈,2017,304,75
지석훈,2018,105,11.5
지석훈,2019,169,70.1
지석훈,2020,142,56.3
지석훈,2021,43,42.1
차일목,2003,4,-169.7
차일목,2005,10,74.8
차일목,2006,30,68.8
차일목,2007,50,28.1
차일목,2008,314,75.7
차일목,2009,119,62.6
차일목,2010,250,120.3
차일목,2011,373,94.4
차일목,2012,251,92.7
차일목,2013,259,85.5
차일목,2014,224,32.9
차일목,2015,25,1
차일목,2016,329,47.4
차일목,2017,112,59.8
박정권,2004,30,-4.3
박정권,2007,229,65.2
박정권,2008,138,89.8
박정권,2009,511,112.4
박정권,2010,505,139.6
박정권,2011,507,87.9
박정권,2012,472,104.5
박정권,2013,434,136.4
박정권,2014,499,125.9
박정권,2015,494,110.7
박정권,2016,468,93.1
박정권,2017,345,94.2
박정권,2018,31,35.5
박정권,2019,37,68
박한이,2001,501,118.6
박한이,2002,586,108.2
박한이,2003,612,139.5
박한이,2004,587,141.6
박한이,2005,551,119.6
박한이,2006,567,137.6
박한이,2007,559,95.4
박한이,2008,442,147.1
박한이,2009,394,127.1
박한이,2010,470,142.5
박한이,2011,506,96.3
박한이,2012,463,139
박한이,2013,466,102.5
박한이,2014,567,115.7
박한이,2015,429,121.5
박한이,2016,401,106.4
박한이,2017,134,86.8
박한이,2018,392,92
박한이,2019,85,90.9
박해민,2014,373,90.2
박해민,2015,608,88.1
박해민,2016,641,90.9
박해민,2017,638,75.8
박해민,2018,649,94.1
박해민,2019,581,76.5
박해민,2020,541,93.5
박해민,2021,542,109.6
박해민,2022,636,107
박해민,2023,558,103.4
박해민,2024,553,86.1
박해민,2025,127,98.3
손시헌,2003,154,26.9
손시헌,2004,395,59.6
손시헌,2005,480,106.2
손시헌,2006,462,98.1
손시헌,2009,476,104.4
손시헌,2010,499,95.3
손시헌,2011,351,110.3
손시헌,2012,312,82.1
손시헌,2013,268,86
손시헌,2014,361,98.4
손시헌,2015,508,83.8
손시헌,2016,403,114.4
손시헌,2017,391,116
손시헌,2018,150,44.3
손시헌,2019,149,82.4
손아섭,2007,6,13.6
손아섭,2008,250,134.1
손아섭,2009,96,39.8
손아섭,2010,487,126
손아섭,2011,492,150.3
손아섭,2012,556,126.9
손아섭,2013,568,141
손아섭,2014,570,147.7
손아섭,2015,517,123.9
손아섭,2016,672,121.8
손아섭,2017,667,134.6
손아섭,2018,625,135
손아섭,2019,568,109
손아섭,2020,611,139.7
손아섭,2021,610,114.7
손아섭,2022,617,100.6
손아섭,2023,609,137.1
손아섭,2024,355,78.3
손아섭,2025,120,152.3
송광민,2006,20,185.3
송광민,2007,42,5.7
송광민,2008,154,115.1
송광민,2009,440,62.1
송광민,2010,291,79.4
송광민,2013,268,97.2
송광민,2014,421,99.3
송광민,2015,41,47.7
송광민,2016,494,111.9
송광민,2017,473,110.4
송광민,2018,460,94.6
송광민,2019,486,73.4
송광민,2020,298,63.4
신본기,2012,67,-5.7
신본기,2013,281,59.2
신본기,2014,130,55
신본기,2016,104,122.5
신본기,2017,381,58.5
신본기,2018,479,95.5
신본기,2019,413,64.3
신본기,2020,123,56
신본기,2021,206,72
신본기,2022,138,31.3
신본기,2023,75,94.9
신본기,2024,152,97.6
안치홍,2009,415,65
안치홍,2010,537,109.2
안치홍,2011,433,128.5
안치홍,2012,558,111.6
안치홍,2013,484,77.7
안치홍,2014,479,125.9
안치홍,2016,43,47.2
안치홍,2017,545,125.9
안치홍,2018,549,135.9
안치홍,2019,408,120.4
안치홍,2020,460,98.2
안치홍,2021,490,122.3
안치홍,2022,562,117.9
안치홍,2023,494,117.5
안치홍,2024,533,107.9
안치홍,2025,56,-37.1
양석환,2015,384,66.7
양석환,2016,215,74.3
양석환,2017,496,90.8
양석환,2018,519,85.6
양석환,2020,132,83.6
양석환,2021,546,127.3
양석환,2022,446,108.9
양석환,2023,582,119.4
양석환,2024,593,104.5
양석환,2025,149,111.4
양의지,2007,1,-173.6
양의지,2010,430,109.1
양의지,2011,438,118
양의지,2012,416,118
양의지,2013,367,93.6
양의지,2014,338,118.1
양의지,2015,513,147.7
양의지,2016,392,148
양의지,2017,406,117.3
양의지,2018,503,162.8
양의지,2019,459,177.3
양의지,2020,528,156.3
양의지,2021,570,168.5
양의지,2022,510,141.5
양의지,2023,510,151.8
양의지,2024,485,125.3
양의지,2025,138,152.5
오선진,2008,31,-35.9
오선진,2009,191,64.8
오선진,2010,240,16.2
오선진,2011,120,22.2
오선진,2012,446,88.2
오선진,2013,296,77.4
오선진,2016,53,16.8
오선진,2017,209,99.8
오선진,2018,148,41.7
오선진,2019,453,68.3
오선진,2020,222,55.4
오선진,2021,46,32.3
오선진,2022,306,83.6
오선진,2023,199,80.7
오선진,2024,29,67.4
오선진,2025,56,132.6
오재원,2007,64,77.9
오재원,2008,311,62.9
오재원,2009,239,36
오재원,2010,421,81.6
오재원,2011,529,96
오재원,2012,213,103.9
오재원,2013,375,113.8
오재원,2014,420,125.3
오재원,2015,474,104
오재원,2016,484,86.3
오재원,2017,390,81.6
오재원,2018,521,115.9
오재원,2019,204,52
오재원,2020,174,80.4
오재원,2021,79,8
오재원,2022,31,4.5
오재일,2005,1,-164
오재일,2009,74,26.5
오재일,2010,67,-1.8
오재일,2011,118,80.4
오재일,2012,228,50.2
오재일,2013,144,149.9
오재일,2014,155,80.2
오재일,2015,213,157
오재일,2016,455,154.1
오재일,2017,466,145.1
오재일,2018,477,131.5
오재일,2019,529,148.2
오재일,2020,534,141.8
오재일,2021,484,132
오재일,2022,536,126.9
오재일,2023,364,81.3
오재일,2024,343,84.9
오지환,2009,10,-39.7
오지환,2010,417,93.7
오지환,2011,180,61.7
오지환,2012,540,102.2
오지환,2013,514,107.2
오지환,2014,464,99.1
오지환,2015,566,107
오지환,2016,472,129.1
오지환,2017,390,103.2
오지환,2018,617,96.2
오지환,2019,547,107.9
오지환,2020,591,125.2
오지환,2021,532,94.6
오지환,2022,569,139.8
오지환,2023,502,127
오지환,2024,428,104.5
오지환,2025,121,84.2
오태곤,2011,1,-160.4
오태곤,2014,50,70.3
오태곤,2015,353,76.9
오태곤,2016,135,72
오태곤,2017,410,84.1
오태곤,2018,374,76.6
오태곤,2019,392,84.6
오태곤,2020,258,88
오태곤,2021,253,92.7
오태곤,2022,295,72.5
오태곤,2023,305,79.4
오태곤,2024,288,102.4
오태곤,2025,97,53.9
용덕한,2004,3,342.4
용덕한,2005,141,57.4
용덕한,2006,94,56.4
용덕한,2009,212,45.8
용덕한,2010,52,-7.4
용덕한,2011,52,-32.5
용덕한,2012,80,58.7
용덕한,2013,101,-0.8
용덕한,2014,92,74.4
용덕한,2015,157,52.3
용덕한,2016,116,36.1
유강남,2011,3,-180.5
유강남,2012,28,-61.4
유강남,2015,313,90.4
유강남,2016,297,75.3
유강남,2017,364,108.1
유강남,2018,465,118.1
유강남,2019,468,118.2
유강남,2020,478,100
유강남,2021,441,90.9
유강남,2022,469,95.7
유강남,2023,403,100.9
유강남,2024,155,50.3
유강남,2025,95,180.3
유한준,2005,28,48.9
유한준,2006,295,94.8
유한준,2007,231,72.1
유한준,2010,543,109.8
유한준,2011,511,109.8
유한준,2012,274,76.9
유한준,2013,344,98.1
유한준,2014,469,116.7
유한준,2015,598,154.8
유한준,2016,460,121.7
유한준,2017,497,104.2
유한준,2018,480,137.5
유한준,2019,562,131.5
유한준,2020,428,98.6
유한준,2021,337,135.2
이대수,2003,2,-180.2
이대수,2004,115,-10.3
이대수,2005,70,45.7
이대수,2006,428,87.4
이대수,2007,366,81.7
이대수,2008,237,101.1
이대수,2009,66,65.9
이대수,2010,416,56.2
이대수,2011,420,117.9
이대수,2012,425,109
이대수,2013,448,87.7
이대수,2014,28,1.2
이대수,2015,86,79.8
이대수,2016,15,-66.9
이대수,2017,124,79.9
이대수,2018,6,30.1
이대형,2003,58,60.1
이대형,2004,12,-88.3
이대형,2005,142,84
이대형,2006,169,58.9
이대형,2007,509,110.1
이대형,2008,574,67.5
이대형,2009,597,74.8
이대형,2010,568,81.4
이대형,2011,398,71.5
이대형,2012,291,26.7
이대형,2013,204,60.7
이대형,2014,505,95.1
이대형,2015,616,86.7
이대형,2016,654,82.8
이대형,2017,366,55.6
이대형,2018,1,-130.4
이대형,2019,19,58.1
이대호,2001,9,227.2
이대호,2002,281,114.4
이대호,2003,173,74.8
이대호,2004,514,93.5
이대호,2005,512,111.9
이대호,2006,499,186.6
이대호,2007,514,187.9
이대호,2008,527,141.1
이대호,2009,549,121.7
이대호,2010,552,188.3
이대호,2011,570,179.1
이대호,2017,608,127.8
이대호,2018,604,137.8
이대호,2019,549,115.8
이대호,2020,611,107.2
이대호,2021,465,106.9
이대호,2022,591,139.7
이명기,2008,13,54.7
이명기,2009,5,-29.8
이명기,2010,5,35.5
이명기,2013,114,127.5
이명기,2014,314,125.3
이명기,2015,582,96.7
이명기,2016,326,67.3
이명기,2017,512,112.6
이명기,2018,502,98.4
이명기,2019,547,98.5
이명기,2020,540,97.4
이명기,2021,232,127.4
이명기,2022,341,82.2
이명기,2023,42,2.7
이명기,2024,8,-132.5
이범호,2000,86,41.7
이범호,2001,159,40.4
이범호,2002,329,106
이범호,2003,384,100.1
이범호,2004,541,145.3
이범호,2005,513,133
이범호,2006,497,140.2
이범호,2007,505,123.6
이범호,2008,508,134.3
이범호,2009,499,115.1
이범호,2011,405,174.6
이범호,2012,171,142
이범호,2013,516,112.5
이범호,2014,406,107.2
이범호,2015,514,127
이범호,2016,560,132.9
이범호,2017,447,117.4
이범호,2018,380,112.5
이범호,2019,31,73.3
이병규(9),1997,550,133.3
이병규(9),1998,544,109.1
이병규(9),1999,599,158.4
이병규(9),2000,595,131.1
이병규(9),2001,607,117.2
이병규(9),2002,444,127.3
이병규(9),2003,178,118.6
이병규(9),2004,562,141.9
이병규(9),2005,517,139.4
이병규(9),2006,515,120.4
이병규(9),2010,451,96.4
이병규(9),2011,519,144.5
이병규(9),2012,455,113.3
이병규(9),2013,397,129.7
이병규(9),2014,207,46.5
이병규(9),2015,102,27.5
이병규(9),2016,1,536.8
이성열,2004,1,-173.7
이성열,2005,230,99.2
이성열,2006,143,73.3
이성열,2007,158,72.9
이성열,2008,254,62.6
이성열,2009,79,76
이성열,2010,484,113.5
이성열,2011,246,85.7
이성열,2012,298,78
이성열,2013,329,112.7
이성열,2014,291,95.9
이성열,2015,268,89.1
이성열,2016,219,109.3
이성열,2017,318,133.6
이성열,2018,528,115.8
이성열,2019,476,126.2
이성열,2020,248,51.3
이성열,2021,140,76.5
이승엽,1995,411,138.5
이승엽,1996,504,138.1
이승엽,1997,577,174.1
이승엽,1998,568,176.4
이승엽,1999,614,190.5
이승엽,2000,544,156.2
이승엽,2001,574,150.6
이승엽,2002,617,199.4
이승엽,2003,596,186.5
이승엽,2012,556,159.7
이승엽,2013,483,82.2
이승엽,2014,548,120.1
이승엽,2015,522,141.2
이승엽,2016,623,117.2
이승엽,2017,533,106.6
이우민,2004,70,-34.2
이우민,2005,479,92.6
이우민,2006,552,144.2
이우민,2007,491,99.8
이우민,2008,473,133.4
이우민,2009,201,87.6
이우민,2010,555,119.1
이우민,2011,503,145.3
이우민,2012,580,115.5
이우민,2013,453,116
이우민,2014,418,88.9
이우민,2015,585,123.1
이우민,2016,530,127.9
이우민,2017,200,70.6
이우민,2018,575,89.3
이우민,2020,487,102.2
이우민,2021,547,119.5
이우민,2022,326,66.9
이우민,2023,178,70.2
이우민,2024,227,136.7
이우민,2025,28,52.3
이원석,2005,200,58.8
이원석,2006,321,43
이원석,2007,407,72.1
이원석,2008,134,87.1
이원석,2009,414,99.7
이원석,2010,330,98
이원석,2011,311,69.3
이원석,2012,372,105.7
이원석,2013,300,156.7
이원석,2014,255,65.2
이원석,2016,22,167.8
이원석,2017,459,87
이원석,2018,543,109.7
이원석,2019,455,104.6
이원석,2020,467,90.9
이원석,2021,480,88
이원석,2022,335,110.3
이원석,2023,345,75.7
이원석,2024,109,66.4
이재원,2006,49,87.6
이재원,2007,119,153.2
이재원,2008,171,156.9
이재원,2009,39,151.8
이재원,2010,79,69
이재원,2012,33,178.5
이재원,2013,252,91.6
이재원,2014,484,128.5
이재원,2015,559,101.9
이재원,2016,472,97.1
이재원,2017,350,65.1
이재원,2018,471,126.8
이재원,2019,502,93.9
이재원,2020,251,32.6
이재원,2021,313,98.4
이재원,2022,279,62.5
이재원,2023,48,-53.7
이재원,2024,152,44
이재원,2025,50,23.8
이종욱,2006,448,114.5
이종욱,2007,528,136.7
이종욱,2008,522,114.6
이종욱,2009,344,78.2
이종욱,2010,471,118.8
이종욱,2011,499,118.9
이종욱,2012,497,70.1
이종욱,2013,456,121.5
이종욱,2014,495,82.7
이종욱,2015,504,86.4
이종욱,2016,517,103.2
이종욱,2017,355,102.6
이종욱,2018,128,30.2
이지영,2009,28,-9.8
이지영,2012,145,91.1
이지영,2013,294,36.1
이지영,2014,299,66
이지영,2015,400,67.7
이지영,2016,419,71.7
이지영,2017,336,37.6
이지영,2018,203,110.6
이지영,2019,331,73.6
이지영,2020,289,98.5
이지영,2021,258,73.7
이지영,2022,450,73.9
이지영,2023,237,63.6
이지영,2024,432,70.1
이지영,2025,73,67.3
이진영,1999,210,71.4
이진영,2000,316,76.4
이진영,2001,369,99.2
이진영,2002,475,139.7
이진영,2003,562,160.2
이진영,2004,483,168.4
이진영,2005,523,133.2
이진영,2006,473,112.7
이진영,2007,248,175.5
이진영,2008,363,136.1
이진영,2009,425,109.8
이진영,2010,417,135.9
이진영,2011,355,92.3
이진영,2012,412,136.8
이진영,2013,411,131.6
이진영,2014,468,106.9
이진영,2015,350,90.6
이진영,2016,424,119.4
이진영,2017,285,88.6
이진영,2018,312,96.7
이택근,2003,243,87.9
이택근,2004,64,55.7
이택근,2005,169,153.6
이택근,2006,486,154.6
이택근,2007,495,128.2
이택근,2008,428,147.7
이택근,2009,538,126.9
이택근,2010,388,129.1
이택근,2011,368,121.6
이택근,2012,391,112.5
이택근,2013,536,98.7
이택근,2014,527,119.3
이택근,2015,401,120.2
이택근,2016,460,106.1
이택근,2017,269,88
이택근,2018,356,112.2
이택근,2020,64,50.2
이현곤,2002,122,96.3
이현곤,2003,397,77
이현곤,2004,139,103.3
이현곤,2006,272,80.8
이현곤,2007,521,143.3
이현곤,2008,435,76.1
이현곤,2009,428,61.2
이현곤,2010,304,75.4
이현곤,2011,257,85.6
이현곤,2012,6,68.9
이현곤,2013,161,93.3
이현곤,2014,12,-141.5
이호준,1996,24,123.9
이호준,1997,140,131.3
이호준,1998,465,133.2
이호준,1999,342,103.2
이호준,2000,209,74.1
이호준,2001,308,69.1
이호준,2002,499,134.1
이호준,2003,554,151.3
이호준,2004,578,134.2
이호준,2005,411,132.6
이호준,2007,391,149.7
이호준,2008,26,26
이호준,2009,340,123.6
이호준,2010,219,103.3
이호준,2011,417,99.5
이호준,2012,504,167.6
이호준,2013,508,129.5
이호준,2014,500,108.7
이호준,2015,518,129.7
이호준,2016,472,127
이호준,2017,187,114.5
장성우,2009,112,70.5
장성우,2010,108,16.4
장성우,2011,73,84.4
장성우,2014,99,79.5
장성우,2015,491,91
장성우,2017,348,74.3
장성우,2018,393,78.7
장성우,2019,413,81.2
장성우,2020,455,93.8
장성우,2021,460,93.8
장성우,2022,420,118
장성우,2023,464,110.5
장성우,2024,489,104.2
장성우,2025,133,59.5
전준우,2008,35,13
전준우,2009,66,53.7
전준우,2010,394,115.4
전준우,2011,601,126.9
전준우,2012,520,98.9
전준우,2013,537,106.6
전준우,2014,470,98.6
전준우,2016,113,77.8
전준우,2017,496,115.9
전준우,2018,614,141.4
전준우,2019,606,126.4
전준우,2020,628,112.3
전준우,2021,619,134.6
전준우,2022,517,116
전준우,2023,559,134.5
전준우,2024,483,115.7
전준우,2025,150,114.2
정근우,2005,106,11.9
정근우,2006,487,118.7
정근우,2007,391,158.8
정근우,2008,550,129.3
정근우,2009,565,152.6
정근우,2010,563,108.5
정근우,2011,385,129.4
정근우,2012,534,101.6
정근우,2013,476,104.8
정근우,2014,549,103.4
정근우,2015,552,125.7
정근우,2016,650,111.3
정근우,2017,442,118.3
정근우,2018,425,112.2
정근우,2019,305,92.2
정근우,2020,177,69.7
정상호,2001,49,99.5
정상호,2002,43,-21.7
정상호,2003,45,67.5
정상호,2007,90,57
정상호,2008,190,74.2
정상호,2009,312,111.7
정상호,2010,66,161.1
정상호,2011,401,86.5
정상호,2012,206,72.2
정상호,2013,236,106.3
정상호,2014,269,73.6
정상호,2015,324,98
정상호,2016,159,36
정상호,2017,150,69.5
정상호,2018,128,52.7
정상호,2019,24,-79.9
정상호,2020,92,-8.8
정상호,2021,3,-156.7
정성훈,1999,416,95.9
정성훈,2000,499,65.1
정성훈,2001,179,91.4
정성훈,2002,385,130.9
정성훈,2003,379,144.8
정성훈,2004,540,96.9
정성훈,2005,523,112.1
정성훈,2006,492,138.6
정성훈,2007,503,128.4
정성훈,2008,399,101.8
정성훈,2009,494,116.7
정성훈,2010,418,91
정성훈,2011,494,117.8
정성훈,2012,438,178.5
정성훈,2013,477,133
정성훈,2014,455,141.7
정성훈,2015,440,116.6
정성훈,2016,418,112.7
정성훈,2017,321,121.6
정성훈,2018,205,99.6
정수빈,2009,259,85.2
정수빈,2010,156,130.9
정수빈,2011,476,105.2
정수빈,2012,357,62.8
정수빈,2013,260,92.6
정수빈,2014,507,111.6
정수빈,2015,570,97.5
정수빈,2016,305,61.6
정수빈,2018,112,141.2
정수빈,2019,513,103.2
정수빈,2020,559,113
정수빈,2021,351,93.7
정수빈,2022,455,86.3
정수빈,2023,583,121.2
정수빈,2024,608,100.2
정수빈,2025,160,139.2
정의윤,2005,340,69.2
정의윤,2006,258,92.5
정의윤,2007,208,88.9
정의윤,2008,90,26.1
정의윤,2011,272,62
정의윤,2012,256,105
정의윤,2013,405,93.7
정의윤,2014,292,80.6
정의윤,2015,297,140.5
정의윤,2016,616,107.7
정의윤,2017,381,117.3
정의윤,2018,239,93.6
정의윤,2019,419,113.7
정의윤,2020,203,47.5
정의윤,2021,178,64.7
정훈,2010,50,-5.6
정훈,2011,41,137.2
정훈,2012,137,32.1
정훈,2013,398,85.9
정훈,2014,558,100
정훈,2015,562,103.8
정훈,2016,439,80.7
정훈,2017,136,98
정훈,2018,194,106.4
정훈,2019,222,75.1
정훈,2020,476,112.6
정훈,2021,561,122.2
정훈,2022,340,71
정훈,2023,233,118.8
정훈,2024,325,94.9
정훈,2025,78,85.4
조동찬,2002,7,142.5
조동찬,2003,24,-21.6
조동찬,2004,394,58.8
조동찬,2005,447,114.6
조동찬,2006,421,99.9
조동찬,2007,129,35.1
조동찬,2008,186,63.5
조동찬,2009,252,86.5
조동찬,2010,377,113
조동찬,2011,235,54.7
조동찬,2012,313,128.8
조동찬,2013,261,92.3
조동찬,2014,87,82.5
조동찬,2016,282,92.7
조동찬,2017,393,95.9
조동찬,2018,59,37.8
조동화,2001,6,-44.8
조동화,2002,1,-165.3
조동화,2005,345,73.3
조동화,2006,163,47.8
조동화,2007,345,92
조동화,2008,337,96.8
조동화,2009,191,-2.6
조동화,2010,300,72
조동화,2011,345,62.1
조동화,2012,77,76.4
조동화,2013,405,90.1
조동화,2014,522,64.1
조동화,2015,304,76.1
조동화,2016,172,49
조영훈,2005,5,108.1
조영훈,2006,204,118.5
조영훈,2007,175,10.9
조영훈,2010,159,108.3
조영훈,2011,280,87.2
조영훈,2012,262,60.4
조영훈,2013,426,107
조영훈,2014,124,95.9
조영훈,2015,146,133.7
조영훈,2016,207,131
조영훈,2017,46,25.2
조인성,1998,141,77
조인성,1999,157,62.7
조인성,2000,258,43.1
조인성,2001,210,70.1
조인성,2002,391,86.1
조인성,2003,456,79.4
조인성,2004,432,81.1
조인성,2005,230,67.4
조인성,2006,362,95.1
조인성,2007,464,110.3
조인성,2008,353,62.6
조인성,2009,300,62.9
조인성,2010,511,140.5
조인성,2011,441,109.9
조인성,2012,307,102.7
조인성,2013,223,58.2
조인성,2014,31,-20.4
조인성,2014,154,76.8
조인성,2015,310,65.8
조인성,2016,146,-11.2
조인성,2017,29,-56.5
이용규,2004,70,-34.2
이용규,2005,479,92.6
이용규,2006,552,144.2
이용규,2007,491,99.8
이용규,2008,473,133.4
이용규,2009,201,87.6
이용규,2010,555,119.1
이용규,2011,503,145.3
이용규,2012,580,115.5
이용규,2013,453,116
이용규,2014,418,88.9
이용규,2015,585,123.1
이용규,2016,530,127.9
이용규,2017,200,70.6
이용규,2018,575,89.3
이용규,2020,487,102.2
이용규,2021,547,119.5
이용규,2022,326,66.9
이용규,2023,178,70.2
이용규,2024,227,136.7
이용규,2025,28,52.3